V1,V2,V3,V4,V5,V6,state,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
1050.0,2661.0,1,1.0,12,False,129,130,,,,1.0,,,
1098.0,2422.0,1,0.92,13,False,130,122,131,,,0.51,0.49,,
1147.0,2205.0,1,0.92,14,False,122,,,,,,,,
1039.0,2435.0,1,1.0,14,False,131,83,132,,,0.89,0.11,,
1086.0,2216.0,1,0.92,15,False,83,84,133,,,0.66,0.34,,
1134.0,2017.0,1,0.92,16,True,84,,,,,,,,
1028.0,2228.0,1,1.0,16,True,133,,,,,,,,
984.0,2448.0,1,1.0,15,False,132,134,,,,1.0,,,
1029.0,2228.0,1,0.92,16,True,134,,,,,,,,
1006.0,2923.0,1,1.0,11,False,127,135,136,,,0.68,0.32,,
1052.0,2661.0,1,0.92,12,False,135,137,,,,1.0,,,
1100.0,2422.0,1,0.92,13,False,137,138,,,,1.0,,,
1149.0,2205.0,1,0.92,14,False,138,,,,,,,,
953.0,2939.0,1,1.0,12,False,136,139,,,,1.0,,,
998.0,2675.0,1,0.92,13,False,139,140,141,,,0.16,0.84,,
1044.0,2435.0,1,0.92,14,False,140,142,143,,,0.5,0.5,,
1091.0,2216.0,1,0.92,15,False,142,144,145,,,0.26,0.74,,
1140.0,2017.0,1,0.92,16,False,144,,,,,,,,
1032.0,2228.0,1,1.0,16,True,145,,,,,,,,
989.0,2448.0,1,1.0,15,False,143,146,147,,,0.56,0.44,,
1035.0,2228.0,1,0.92,16,True,146,,,,,,,,
937.0,2462.0,1,1.0,16,True,147,,,,,,,,
946.0,2690.0,1,1.0,14,False,141,148,,,,1.0,,,
990.0,2449.0,1,0.92,15,False,148,149,150,,,0.3,0.7,,
1036.0,2229.0,1,0.92,16,True,149,,,,,,,,
938.0,2463.0,1,1.0,16,True,150,,,,,,,,
920.0,3528.0,1,1.0,9,False,124,151,,,,1.0,,,
964.0,3211.0,1,0.92,10,False,151,152,153,,,0.34,0.66,,
1009.0,2923.0,1,0.92,11,False,152,154,155,,,0.26,0.74,,
1055.0,2661.0,1,0.92,12,False,154,156,157,,,0.77,0.23,,
1103.0,2422.0,1,0.92,13,False,156,158,159,,,0.44,0.56,,
1152.0,2205.0,1,0.92,14,False,158,,,,,,,,
1044.0,2435.0,1,1.0,14,False,159,142,143,,,0.43,0.57,,
1091.0,2216.0,1,0.92,15,False,142,144,145,,,0.39,0.61,,
1140.0,2017.0,1,0.92,16,False,144,,,,,,,,
1032.0,2228.0,1,1.0,16,True,145,,,,,,,,
989.0,2448.0,1,1.0,15,False,143,146,,,,1.0,,,
1035.0,2228.0,1,0.92,16,True,146,,,,,,,,
999.0,2676.0,1,1.0,13,False,157,160,161,,,0.57,0.43,,
1045.0,2436.0,1,0.92,14,False,160,162,,,,1.0,,,
1092.0,2217.0,1,0.92,15,False,162,163,164,,,0.11,0.89,,
1141.0,2018.0,1,0.92,16,False,163,,,,,,,,
1033.0,2229.0,1,1.0,16,True,164,,,,,,,,
947.0,2691.0,1,1.0,14,False,161,165,,,,1.0,,,
991.0,2449.0,1,0.92,15,False,165,166,167,,,0.31,0.69,,
1037.0,2229.0,1,0.92,16,True,166,,,,,,,,
939.0,2463.0,1,1.0,16,True,167,,,,,,,,
956.0,2939.0,1,1.0,12,False,155,168,169,,,0.73,0.27,,
1001.0,2675.0,1,0.92,13,False,168,170,,,,1.0,,,
1047.0,2435.0,1,0.92,14,False,170,171,172,,,0.05,0.95,,
1094.0,2216.0,1,0.92,15,False,171,173,174,,,0.44,0.56,,
1143.0,2017.0,1,0.92,16,False,173,,,,,,,,
1035.0,2228.0,1,1.0,16,True,174,,,,,,,,
991.0,2448.0,1,1.0,15,False,172,175,176,,,0.35,0.65,,
1037.0,2228.0,1,0.92,16,True,175,,,,,,,,
939.0,2462.0,1,1.0,16,True,176,,,,,,,,
907.0,2955.0,1,1.0,13,False,169,177,178,,,0.33,0.67,,
950.0,2690.0,1,0.92,14,False,177,179,180,,,0.44,0.56,,
994.0,2449.0,1,0.92,15,False,179,181,,,,1.0,,,
1040.0,2229.0,1,0.92,16,True,181,,,,,,,,
901.0,2705.0,1,1.0,15,False,180,182,183,,,0.52,0.48,,
944.0,2462.0,1,0.92,16,True,182,,,,,,,,
855.0,2720.0,1,1.0,16,True,183,,,,,,,,
861.0,2971.0,1,1.0,14,False,178,184,185,,,0.18,0.82,,
903.0,2704.0,1,0.92,15,False,184,186,187,,,0.44,0.56,,
946.0,2461.0,1,0.92,16,True,186,,,,,,,,
857.0,2719.0,1,1.0,16,True,187,,,,,,,,
818.0,2987.0,1,1.0,15,False,185,188,,,,1.0,,,
858.0,2719.0,1,0.92,16,True,188,,,,,,,,
914.0,3229.0,1,1.0,11,False,153,189,,,,1.0,,,
957.0,2939.0,1,0.92,12,False,189,190,,,,1.0,,,
1002.0,2675.0,1,0.92,13,False,190,191,,,,1.0,,,
1048.0,2435.0,1,0.92,14,False,191,192,193,,,0.65,0.35,,
1095.0,2216.0,1,0.92,15,False,192,194,195,,,0.6,0.4,,
1144.0,2017.0,1,0.92,16,False,194,,,,,,,,
1036.0,2228.0,1,1.0,16,True,195,,,,,,,,
992.0,2448.0,1,1.0,15,False,193,196,197,,,0.58,0.42,,
1038.0,2228.0,1,0.92,16,True,196,,,,,,,,
940.0,2462.0,1,1.0,16,True,197,,,,,,,,
927.0,3855.0,1,1.0,7,False,91,198,199,,,0.97,0.03,,
971.0,3509.0,1,0.92,8,False,198,200,201,,,0.66,0.34,,
1016.0,3194.0,1,0.92,9,False,200,202,,,,1.0,,,
1063.0,2907.0,1,0.92,10,False,202,203,,,,1.0,,,
1111.0,2646.0,1,0.92,11,False,203,204,205,,,0.69,0.31,,
1160.0,2408.0,1,0.92,12,False,204,,,,,,,,
1051.0,2661.0,1,1.0,12,False,205,206,207,,,0.48,0.52,,
1099.0,2422.0,1,0.92,13,False,206,208,,,,1.0,,,
1148.0,2205.0,1,0.92,14,False,208,,,,,,,,
995.0,2676.0,1,1.0,13,False,207,209,,,,1.0,,,
1041.0,2436.0,1,0.92,14,False,209,210,211,,,0.57,0.43,,
1088.0,2217.0,1,0.92,15,False,210,212,,,,1.0,,,
1137.0,2018.0,1,0.92,16,True,212,,,,,,,,
986.0,2449.0,1,1.0,15,False,211,213,214,,,0.32,0.68,,
1031.0,2229.0,1,0.92,16,True,213,,,,,,,,
934.0,2463.0,1,1.0,16,True,214,,,,,,,,
921.0,3528.0,1,1.0,9,False,201,215,,,,1.0,,,
965.0,3211.0,1,0.92,10,False,215,216,217,,,0.23,0.77,,
1010.0,2923.0,1,0.92,11,False,216,218,219,,,0.66,0.34,,
1057.0,2661.0,1,0.92,12,False,218,220,221,,,0.66,0.34,,
1105.0,2422.0,1,0.92,13,False,220,222,,,,1.0,,,
1154.0,2205.0,1,0.92,14,False,222,,,,,,,,
1001.0,2676.0,1,1.0,13,False,221,223,224,,,0.69,0.31,,
1047.0,2436.0,1,0.92,14,False,223,225,,,,1.0,,,
1094.0,2217.0,1,0.92,15,False,225,226,,,,1.0,,,
1143.0,2018.0,1,0.92,16,False,226,,,,,,,,
949.0,2691.0,1,1.0,14,False,224,227,228,,,0.68,0.32,,
993.0,2449.0,1,0.92,15,False,227,229,230,,,0.48,0.52,,
1039.0,2229.0,1,0.92,16,True,229,,,,,,,,
941.0,2463.0,1,1.0,16,True,230,,,,,,,,
900.0,2706.0,1,1.0,15,False,228,231,,,,1.0,,,
943.0,2463.0,1,0.92,16,True,231,,,,,,,,
957.0,2939.0,1,1.0,12,False,219,190,,,,1.0,,,
1002.0,2675.0,1,0.92,13,False,190,191,232,,,0.18,0.82,,
1048.0,2435.0,1,0.92,14,False,191,192,193,,,0.51,0.49,,
1095.0,2216.0,1,0.92,15,False,192,194,195,,,0.62,0.38,,
1144.0,2017.0,1,0.92,16,False,194,,,,,,,,
1036.0,2228.0,1,1.0,16,True,195,,,,,,,,
992.0,2448.0,1,1.0,15,False,193,196,,,,1.0,,,
1038.0,2228.0,1,0.92,16,True,196,,,,,,,,
950.0,2690.0,1,1.0,14,False,232,179,180,,,0.36,0.64,,
994.0,2449.0,1,0.92,15,False,179,181,,,,1.0,,,
1040.0,2229.0,1,0.92,16,True,181,,,,,,,,
901.0,2705.0,1,1.0,15,False,180,182,183,,,0.26,0.74,,
944.0,2462.0,1,0.92,16,True,182,,,,,,,,
855.0,2720.0,1,1.0,16,True,183,,,,,,,,
915.0,3229.0,1,1.0,11,False,217,233,234,,,0.7,0.3,,
958.0,2939.0,1,0.92,12,False,233,235,236,,,0.5,0.5,,
1003.0,2675.0,1,0.92,13,False,235,237,232,,,0.62,0.38,,
1049.0,2435.0,1,0.92,14,False,237,238,239,,,0.59,0.41,,
1096.0,2216.0,1,0.92,15,False,238,240,,,,1.0,,,
1145.0,2017.0,1,0.92,16,False,240,,,,,,,,
993.0,2448.0,1,1.0,15,False,239,241,242,,,0.78,0.22,,
1039.0,2228.0,1,0.92,16,True,241,,,,,,,,
941.0,2462.0,1,1.0,16,True,242,,,,,,,,
950.0,2690.0,1,1.0,14,False,232,179,180,,,0.18,0.82,,
994.0,2449.0,1,0.92,15,False,179,181,,,,1.0,,,
1040.0,2229.0,1,0.92,16,True,181,,,,,,,,
901.0,2705.0,1,1.0,15,False,180,182,,,,1.0,,,
944.0,2462.0,1,0.92,16,True,182,,,,,,,,
908.0,2955.0,1,1.0,13,False,236,243,,,,1.0,,,
951.0,2690.0,1,0.92,14,False,243,244,,,,1.0,,,
995.0,2449.0,1,0.92,15,False,244,245,246,,,0.51,0.49,,
1041.0,2229.0,1,0.92,16,True,245,,,,,,,,
943.0,2463.0,1,1.0,16,True,246,,,,,,,,
868.0,3247.0,1,1.0,12,False,234,247,248,,,0.4,0.6,,
910.0,2956.0,1,0.92,13,False,247,249,250,,,0.34,0.66,,
953.0,2691.0,1,0.92,14,False,249,251,,,,1.0,,,
998.0,2449.0,1,0.92,15,False,251,252,253,,,0.43,0.57,,
1044.0,2229.0,1,0.92,16,True,252,,,,,,,,
946.0,2463.0,1,1.0,16,True,253,,,,,,,,
864.0,2972.0,1,1.0,14,False,250,254,255,,,0.5,0.5,,
906.0,2705.0,1,0.92,15,False,254,256,,,,1.0,,,
949.0,2462.0,1,0.92,16,True,256,,,,,,,,
821.0,2988.0,1,1.0,15,False,255,257,258,,,0.51,0.49,,
862.0,2720.0,1,0.92,16,True,257,,,,,,,,
780.0,3005.0,1,1.0,16,True,258,,,,,,,,
824.0,3265.0,1,1.0,13,False,248,259,,,,1.0,,,
865.0,2972.0,1,0.92,14,False,259,260,255,,,0.53,0.47,,
907.0,2705.0,1,0.92,15,False,260,261,262,,,0.55,0.45,,
950.0,2462.0,1,0.92,16,True,261,,,,,,,,
861.0,2720.0,1,1.0,16,True,262,,,,,,,,
821.0,2988.0,1,1.0,15,False,255,257,258,,,0.48,0.52,,
862.0,2720.0,1,0.92,16,True,257,,,,,,,,
780.0,3005.0,1,1.0,16,True,258,,,,,,,,
880.0,3876.0,1,1.0,8,False,199,263,,,,1.0,,,
922.0,3528.0,1,0.92,9,False,263,264,,,,1.0,,,
966.0,3211.0,1,0.92,10,False,264,265,266,,,0.57,0.43,,
1011.0,2923.0,1,0.92,11,False,265,267,268,,,0.45,0.55,,
1058.0,2661.0,1,0.92,12,False,267,269,270,,,0.99,0.01,,
1106.0,2422.0,1,0.92,13,False,269,271,,,,1.0,,,
1155.0,2205.0,1,0.92,14,False,271,,,,,,,,
1002.0,2676.0,1,1.0,13,False,270,272,,,,1.0,,,
1048.0,2436.0,1,0.92,14,False,272,273,,,,1.0,,,
1095.0,2217.0,1,0.92,15,False,273,274,275,,,0.59,0.41,,
1144.0,2018.0,1,0.92,16,False,274,,,,,,,,
1036.0,2229.0,1,1.0,16,True,275,,,,,,,,
958.0,2939.0,1,1.0,12,False,268,235,,,,1.0,,,
1003.0,2675.0,1,0.92,13,False,235,237,232,,,0.18,0.82,,
1049.0,2435.0,1,0.92,14,False,237,238,,,,1.0,,,
1096.0,2216.0,1,0.92,15,False,238,240,276,,,0.46,0.54,,
1145.0,2017.0,1,0.92,16,False,240,,,,,,,,
1037.0,2228.0,1,1.0,16,True,276,,,,,,,,
950.0,2690.0,1,1.0,14,False,232,179,,,,1.0,,,
994.0,2449.0,1,0.92,15,False,179,181,277,,,0.54,0.46,,
1040.0,2229.0,1,0.92,16,True,181,,,,,,,,
942.0,2463.0,1,1.0,16,True,277,,,,,,,,
916.0,3229.0,1,1.0,11,False,266,278,279,,,0.04,0.96,,
959.0,2939.0,1,0.92,12,False,278,280,281,,,0.66,0.34,,
1004.0,2675.0,1,0.92,13,False,280,282,283,,,0.23,0.77,,
1050.0,2435.0,1,0.92,14,False,282,284,,,,1.0,,,
1098.0,2216.0,1,0.92,15,False,284,285,286,,,0.64,0.36,,
1147.0,2017.0,1,0.92,16,False,285,,,,,,,,
1039.0,2228.0,1,1.0,16,True,286,,,,,,,,
951.0,2690.0,1,1.0,14,False,283,244,287,,,0.2,0.8,,
995.0,2449.0,1,0.92,15,False,244,245,,,,1.0,,,
1041.0,2229.0,1,0.92,16,True,245,,,,,,,,
902.0,2705.0,1,1.0,15,False,287,288,,,,1.0,,,
945.0,2462.0,1,0.92,16,True,288,,,,,,,,
909.0,2955.0,1,1.0,13,False,281,289,290,,,0.84,0.16,,
952.0,2690.0,1,0.92,14,False,289,291,292,,,0.41,0.59,,
996.0,2449.0,1,0.92,15,False,291,293,,,,1.0,,,
1042.0,2229.0,1,0.92,16,True,293,,,,,,,,
903.0,2705.0,1,1.0,15,False,292,294,,,,1.0,,,
946.0,2462.0,1,0.92,16,True,294,,,,,,,,
863.0,2971.0,1,1.0,14,False,290,295,,,,1.0,,,
905.0,2704.0,1,0.92,15,False,295,296,297,,,0.07,0.93,,
948.0,2461.0,1,0.92,16,True,296,,,,,,,,
859.0,2719.0,1,1.0,16,True,297,,,,,,,,
869.0,3247.0,1,1.0,12,False,279,298,299,,,0.15,0.85,,
911.0,2956.0,1,0.92,13,False,298,300,250,,,0.83,0.17,,
954.0,2691.0,1,0.92,14,False,300,301,302,,,0.67,0.33,,
999.0,2449.0,1,0.92,15,False,301,303,,,,1.0,,,
1045.0,2229.0,1,0.92,16,True,303,,,,,,,,
905.0,2706.0,1,1.0,15,False,302,304,305,,,0.37,0.63,,
948.0,2463.0,1,0.92,16,True,304,,,,,,,,
859.0,2721.0,1,1.0,16,True,305,,,,,,,,
864.0,2972.0,1,1.0,14,False,250,254,255,,,0.86,0.14,,
906.0,2705.0,1,0.92,15,False,254,256,,,,1.0,,,
949.0,2462.0,1,0.92,16,True,256,,,,,,,,
821.0,2988.0,1,1.0,15,False,255,257,,,,1.0,,,
862.0,2720.0,1,0.92,16,True,257,,,,,,,,
825.0,3265.0,1,1.0,13,False,299,306,,,,1.0,,,
866.0,2972.0,1,0.92,14,False,306,307,308,,,0.41,0.59,,
908.0,2705.0,1,0.92,15,False,307,309,,,,1.0,,,
951.0,2462.0,1,0.92,16,True,309,,,,,,,,
822.0,2988.0,1,1.0,15,False,308,310,311,,,0.34,0.66,,
863.0,2720.0,1,0.92,16,True,310,,,,,,,,
781.0,3005.0,1,1.0,16,True,311,,,,,,,,
986.0,4189.0,1,1.0,4,False,9,312,,,,1.0,,,
1032.0,3813.0,1,0.92,5,False,312,313,314,,,0.96,0.04,,
1080.0,3471.0,1,0.92,6,False,313,315,316,,,0.49,0.51,,
1129.0,3159.0,1,0.92,7,False,315,317,68,,,0.6,0.4,,
1179.0,2875.0,1,0.92,8,False,317,,,,,,,,
1068.0,3176.0,1,1.0,8,False,68,69,,,,1.0,,,
1117.0,2891.0,1,0.92,9,False,69,71,,,,1.0,,,
1167.0,2631.0,1,0.92,10,False,71,,,,,,,,
1023.0,3490.0,1,1.0,7,False,316,92,,,,1.0,,,
1070.0,3177.0,1,0.92,8,False,92,94,,,,1.0,,,
1119.0,2892.0,1,0.92,9,False,94,96,97,,,0.23,0.77,,
1169.0,2632.0,1,0.92,10,False,96,,,,,,,,
1059.0,2908.0,1,1.0,10,False,97,98,,,,1.0,,,
1107.0,2647.0,1,0.92,11,False,98,99,318,,,0.57,0.43,,
1156.0,2409.0,1,0.92,12,False,99,,,,,,,,
1048.0,2662.0,1,1.0,12,False,318,319,106,,,0.84,0.16,,
1096.0,2423.0,1,0.92,13,False,319,320,,,,1.0,,,
1145.0,2205.0,1,0.92,14,False,320,,,,,,,,
993.0,2677.0,1,1.0,13,False,106,108,,,,1.0,,,
1039.0,2437.0,1,0.92,14,False,108,110,,,,1.0,,,
1086.0,2218.0,1,0.92,15,False,110,112,,,,1.0,,,
1134.0,2019.0,1,0.92,16,True,112,,,,,,,,
978.0,3834.0,1,1.0,6,False,314,321,322,,,0.7,0.3,,
1024.0,3490.0,1,0.92,7,False,321,323,,,,1.0,,,
1071.0,3177.0,1,0.92,8,False,323,324,325,,,0.69,0.31,,
1120.0,2892.0,1,0.92,9,False,324,326,,,,1.0,,,
1170.0,2632.0,1,0.92,10,False,326,,,,,,,,
1014.0,3195.0,1,1.0,9,False,325,327,328,,,0.85,0.15,,
1061.0,2908.0,1,0.92,10,False,327,329,330,,,0.32,0.68,,
1109.0,2647.0,1,0.92,11,False,329,331,,,,1.0,,,
1158.0,2409.0,1,0.92,12,False,331,,,,,,,,
1005.0,2924.0,1,1.0,11,False,330,332,333,,,0.55,0.45,,
1051.0,2662.0,1,0.92,12,False,332,334,,,,1.0,,,
1099.0,2423.0,1,0.92,13,False,334,208,335,,,0.27,0.73,,
1148.0,2205.0,1,0.92,14,False,208,,,,,,,,
1040.0,2436.0,1,1.0,14,False,335,336,337,,,0.27,0.73,,
1087.0,2217.0,1,0.92,15,False,336,338,,,,1.0,,,
1135.0,2018.0,1,0.92,16,True,338,,,,,,,,
985.0,2449.0,1,1.0,15,False,337,57,,,,1.0,,,
1030.0,2229.0,1,0.92,16,True,57,,,,,,,,
952.0,2940.0,1,1.0,12,False,333,339,340,,,0.43,0.57,,
997.0,2676.0,1,0.92,13,False,339,341,342,,,0.55,0.45,,
1043.0,2436.0,1,0.92,14,False,341,343,344,,,0.0,1.0,,
1090.0,2217.0,1,0.92,15,False,343,345,346,,,0.74,0.26,,
1139.0,2018.0,1,0.92,16,True,345,,,,,,,,
1031.0,2229.0,1,1.0,16,True,346,,,,,,,,
988.0,2449.0,1,1.0,15,False,344,347,348,,,0.48,0.52,,
1034.0,2229.0,1,0.92,16,True,347,,,,,,,,
936.0,2463.0,1,1.0,16,True,348,,,,,,,,
945.0,2691.0,1,1.0,14,False,342,349,350,,,0.04,0.96,,
989.0,2449.0,1,0.92,15,False,349,351,,,,1.0,,,
1035.0,2229.0,1,0.92,16,True,351,,,,,,,,
896.0,2706.0,1,1.0,15,False,350,352,,,,1.0,,,
939.0,2463.0,1,0.92,16,True,352,,,,,,,,
903.0,2956.0,1,1.0,13,False,340,353,354,,,0.46,0.54,,
946.0,2691.0,1,0.92,14,False,353,148,,,,1.0,,,
990.0,2449.0,1,0.92,15,False,148,149,,,,1.0,,,
1036.0,2229.0,1,0.92,16,True,149,,,,,,,,
